delivery_id,order_id,dispatch_date,promised_date,delivered_date,carrier,service_level,delivery_status,delay_days,on_time_in_full,fulfilment_hours,delivery_cost,delay_reason,promised_days,tracking_event_count,delivery_window,shipping_distance_km,signature_required,estimated_carbon_kg,delivery_note_clean
HDEL001105,HORD001105,2018-06-21,2018-06-24,2018-06-23,StarTrack,Standard,Delivered,0,True,48,8.42,none,3,9,Anytime,1.4145,True,0.366,delivered within promise
HDEL001106,HORD001106,2018-09-19,2018-09-26,2018-09-25,DHL,Standard,Delivered,0,True,57,8.6,none,7,8,Morning,4.9486,True,0.566,delivered within promise
HDEL001107,HORD001107,2018-01-05,2018-01-12,2018-01-12,Direct Freight,Standard,Delivered,0,True,55,8.43,none,7,8,Morning,2.8697,True,0.475,delivered within promise
HDEL001108,HORD001108,2018-11-23,2018-11-26,2018-11-24,StarTrack,Standard,Delivered,0,True,8,9.04,none,3,5,Anytime,6.6691,False,0.388,delivered within promise
HDEL001109,HORD001109,2018-03-05,2018-03-10,2018-03-10,DHL,Standard,Delivered,0,True,30,6.66,none,5,5,Morning,2.9353,True,0.398,delivered within promise
HDEL001110,HORD001110,2018-10-16,2018-10-19,2018-10-17,DHL,Standard,Delivered,0,True,72,11.37,none,3,6,Anytime,7.3971,True,0.464,delivered within promise
HDEL001111,HORD001111,2018-08-03,2018-08-09,2018-08-10,AusPost,Express,Delivered,1,False,26,23.65,carrier_capacity,6,3,Anytime,5.3195,True,0.39,carrier scan reconciled
HDEL001112,HORD001112,2018-08-12,2018-08-17,2018-08-16,Direct Freight,Express,Delivered,0,True,27,16.8,none,5,6,Anytime,3.1441,True,0.402,delivered within promise
HDEL001113,HORD001113,2018-11-10,2018-11-17,2018-11-17,Direct Freight,Standard,Delivered,0,True,3,9.45,none,7,6,Morning,7.2272,True,0.577,delivered within promise
HDEL001114,HORD001114,2018-08-27,2018-09-02,2018-09-05,StarTrack,Standard,Delivered,3,False,40,12.19,warehouse_congestion,6,5,Afternoon,8.2339,False,0.47,carrier scan reconciled
HDEL001115,HORD001115,2018-10-08,2018-10-12,2018-10-16,StarTrack,Standard,Delivered,4,False,30,9.94,carrier_capacity,4,3,Anytime,4.6923,True,0.548,carrier scan reconciled
HDEL001116,HORD001116,2018-11-10,2018-11-17,2018-11-15,AusPost,Standard,Delivered,0,True,33,5.14,none,7,5,Anytime,0.1725,True,0.362,delivered within promise
HDEL001117,HORD001117,2018-03-13,2018-03-19,2018-03-19,AusPost,Standard,Delivered,0,True,18,6.0,none,6,6,Morning,1.4362,True,0.529,delivered within promise
HDEL001118,HORD001118,2018-12-01,2018-12-06,2018-12-06,AusPost,Standard,Delivered,0,True,18,8.98,none,5,9,Anytime,6.2605,True,0.57,delivered within promise
HDEL001119,HORD001119,2018-07-16,2018-07-22,2018-07-21,DHL,Standard,Delivered,0,True,29,13.04,none,6,6,Anytime,7.0574,True,0.529,delivered within promise
HDEL001120,HORD001120,2018-07-19,2018-07-25,2018-07-24,StarTrack,Standard,Delivered,0,True,45,8.13,none,6,5,Morning,1.7014,True,0.401,delivered within promise
HDEL001121,HORD001121,2018-01-22,2018-01-26,2018-01-26,DHL,Express,Delivered,0,True,21,18.71,none,4,8,Afternoon,7.278,False,0.485,delivered within promise
HDEL001122,HORD001122,2018-09-17,2018-09-21,2018-09-23,AusPost,Standard,Delivered,2,False,22,7.08,weather,4,5,Anytime,2.0944,True,0.495,carrier scan reconciled
HDEL001123,HORD001123,2018-09-21,2018-09-25,2018-09-23,StarTrack,Standard,Delivered,0,True,61,8.37,none,4,7,Afternoon,6.2848,True,0.595,delivered within promise
HDEL001124,HORD001124,2018-11-26,2018-12-01,2018-12-06,AusPost,Standard,Delivered,5,False,60,8.73,weather,5,4,Morning,7.7046,False,0.58,carrier scan reconciled
HDEL001125,HORD001125,2018-06-11,2018-06-18,2018-06-16,DHL,Standard,Delivered,0,True,20,9.21,none,7,5,Morning,2.9046,False,0.36,delivered within promise
HDEL001126,HORD001126,2018-02-04,2018-02-09,2018-02-08,AusPost,Standard,Delivered,0,True,52,8.86,none,5,5,Morning,3.2797,True,0.359,delivered within promise
HDEL001127,HORD001127,2018-08-09,2018-08-14,2018-08-13,AusPost,Express,Delivered,0,True,10,20.77,none,5,3,Morning,5.4918,True,0.535,delivered within promise
HDEL001128,HORD001128,2018-09-19,2018-09-26,2018-09-25,StarTrack,Standard,Delivered,0,True,59,7.16,none,7,7,Anytime,1.0772,True,0.437,delivered within promise
HDEL001129,HORD001129,2018-03-19,2018-03-24,2018-03-24,StarTrack,Standard,Delivered,0,True,68,7.52,none,5,4,Morning,5.5803,False,0.412,delivered within promise
HDEL001130,HORD001130,2018-10-22,2018-10-25,2018-10-24,AusPost,Standard,Delivered,0,True,70,10.65,none,3,4,Morning,7.3091,True,0.575,delivered within promise
HDEL001131,HORD001131,2018-10-01,2018-10-07,2018-10-06,DHL,Standard,Delivered,0,True,59,10.91,none,6,9,Afternoon,7.1134,False,0.485,delivered within promise
HDEL001132,HORD001132,2018-08-15,2018-08-21,2018-08-21,Direct Freight,Standard,Delivered,0,True,6,10.81,none,6,6,Afternoon,7.3971,True,1.012,delivered within promise
HDEL001133,HORD001133,2018-03-14,2018-03-21,2018-03-21,AusPost,Standard,Delivered,0,True,36,9.74,none,7,9,Afternoon,8.5159,True,1.19,delivered within promise
HDEL001134,HORD001134,2018-10-15,2018-10-20,2018-10-20,DHL,Standard,Delivered,0,True,45,9.12,none,5,5,Afternoon,3.5737,True,1.206,delivered within promise
HDEL001135,HORD001135,2018-05-16,2018-05-23,2018-05-23,AusPost,Standard,Delivered,0,True,62,9.46,none,7,3,Morning,6.3827,False,0.349,delivered within promise
HDEL001136,HORD001136,2018-02-08,2018-02-15,2018-02-13,AusPost,Express,Delivered,0,True,23,12.37,none,7,8,Morning,1.3001,True,0.275,delivered within promise
HDEL001137,HORD001137,2018-10-17,2018-10-23,2018-10-23,AusPost,Standard,Delivered,0,True,20,8.65,none,6,4,Afternoon,7.7907,True,0.468,delivered within promise
HDEL001138,HORD001138,2018-10-02,2018-10-08,2018-10-07,AusPost,Standard,Delivered,0,True,58,10.78,none,6,5,Anytime,8.7537,True,1.733,delivered within promise
HDEL001139,HORD001139,2018-08-01,2018-08-05,2018-08-03,AusPost,Standard,Delivered,0,True,29,13.91,none,4,9,Afternoon,6.944,False,1.097,delivered within promise
HDEL001140,HORD001140,2018-06-12,2018-06-17,2018-06-15,StarTrack,Standard,Delivered,0,True,66,12.16,none,5,4,Afternoon,6.7102,True,0.538,delivered within promise
HDEL001141,HORD001141,2018-05-21,2018-05-28,2018-05-27,StarTrack,Standard,Delivered,0,True,67,7.46,none,7,3,Afternoon,3.5762,True,0.522,delivered within promise
HDEL001142,HORD001142,2018-12-28,2019-01-03,2019-01-01,DHL,Express,Delivered,0,True,32,15.59,none,6,9,Morning,5.4433,True,0.447,delivered within promise
HDEL001143,HORD001143,2018-10-23,2018-10-27,2018-10-26,DHL,Standard,Delivered,0,True,29,11.51,none,4,6,Morning,9.9192,True,0.538,delivered within promise
HDEL001144,HORD001144,2018-01-24,2018-01-27,2018-01-25,Direct Freight,Standard,Delivered,0,True,49,8.78,none,3,6,Morning,5.2465,False,0.383,delivered within promise
HDEL001145,HORD001145,2018-12-05,2018-12-12,2018-12-12,StarTrack,Standard,Delivered,0,True,46,9.09,none,7,3,Afternoon,4.3951,False,0.44,delivered within promise
HDEL001146,HORD001146,2018-05-22,2018-05-25,2018-05-24,AusPost,Standard,Delivered,0,True,34,6.73,none,3,3,Anytime,3.3529,True,0.364,delivered within promise
HDEL001147,HORD001147,2018-06-03,2018-06-08,2018-06-07,StarTrack,Standard,Delivered,0,True,39,10.54,none,5,7,Anytime,4.4593,False,0.328,delivered within promise
HDEL001148,HORD001148,2018-12-21,2018-12-24,2018-12-23,StarTrack,Standard,Delivered,0,True,66,9.66,none,3,8,Afternoon,3.6934,False,0.356,delivered within promise
HDEL001149,HORD001149,2018-09-26,2018-10-02,2018-09-30,Direct Freight,Standard,Delivered,0,True,57,11.85,none,6,7,Anytime,8.5159,False,0.471,delivered within promise
HDEL001150,HORD001150,2018-12-25,2018-12-30,2018-12-28,StarTrack,Standard,Delivered,0,True,5,7.82,none,5,4,Afternoon,0.7721,True,0.319,delivered within promise
HDEL001151,HORD001151,2018-12-29,2019-01-03,2019-01-01,Direct Freight,Standard,Delivered,0,True,55,7.17,none,5,6,Afternoon,3.773,False,0.314,delivered within promise
HDEL001152,HORD001152,2018-05-06,2018-05-11,2018-05-09,Direct Freight,Standard,Delivered,0,True,45,6.1,none,5,8,Anytime,2.134,True,0.513,delivered within promise
HDEL001153,HORD001153,2018-04-09,2018-04-12,2018-04-10,DHL,Standard,Delivered,0,True,45,10.21,none,3,3,Afternoon,8.2339,False,0.439,delivered within promise
HDEL001154,HORD001154,2018-04-23,2018-04-27,2018-04-27,DHL,Standard,Delivered,0,True,40,9.13,none,4,9,Morning,5.6307,False,0.402,delivered within promise
HDEL001155,HORD001155,2018-08-07,2018-08-11,2018-08-11,AusPost,Standard,Delivered,0,True,35,10.93,none,4,5,Anytime,4.1548,True,0.402,delivered within promise
HDEL001156,HORD001156,2018-03-18,2018-03-21,2018-03-20,StarTrack,Express,Delivered,0,True,25,19.68,none,3,4,Afternoon,5.3613,True,0.475,delivered within promise
HDEL001157,HORD001157,2018-06-17,2018-06-24,2018-06-22,Direct Freight,Standard,Delivered,0,True,30,12.53,none,7,4,Afternoon,5.1765,True,1.036,delivered within promise
HDEL001158,HORD001158,2018-09-04,2018-09-09,2018-09-08,AusPost,Standard,Delivered,0,True,59,9.19,none,5,8,Afternoon,5.6239,False,0.385,delivered within promise
HDEL001159,HORD001159,2018-12-15,2018-12-18,2018-12-18,StarTrack,Express,Delivered,0,True,4,16.76,none,3,7,Afternoon,0.7165,True,0.618,delivered within promise
HDEL001160,HORD001160,2018-09-23,2018-09-28,2018-09-26,DHL,Standard,Delivered,0,True,42,9.3,none,5,5,Anytime,3.6955,True,1.665,delivered within promise
HDEL001161,HORD001161,2018-05-26,2018-06-01,2018-05-30,DHL,Standard,Delivered,0,True,6,11.98,none,6,7,Afternoon,8.301,False,0.496,delivered within promise
HDEL001162,HORD001162,2018-10-04,2018-10-09,2018-10-07,AusPost,Standard,Delivered,0,True,61,9.38,none,5,3,Anytime,6.2259,True,0.571,delivered within promise
HDEL001163,HORD001163,2018-10-14,2018-10-20,2018-10-20,StarTrack,Standard,Delivered,0,True,2,7.81,none,6,4,Anytime,5.5821,True,0.511,delivered within promise
HDEL001164,HORD001164,2018-03-03,2018-03-09,2018-03-09,DHL,Standard,Delivered,0,True,54,8.48,none,6,8,Morning,4.911,True,0.437,delivered within promise
HDEL001165,HORD001165,2018-09-10,2018-09-15,2018-09-20,DHL,Standard,Delivered,5,False,2,10.02,warehouse_congestion,5,6,Morning,5.8022,True,0.538,carrier scan reconciled
HDEL001166,HORD001166,2018-07-15,2018-07-21,2018-07-21,StarTrack,Standard,Delivered,0,True,38,12.38,none,6,8,Anytime,7.355,True,0.554,delivered within promise
HDEL001167,HORD001167,2018-03-01,2018-03-04,2018-03-03,AusPost,Standard,Delivered,0,True,14,8.91,none,3,9,Afternoon,7.7244,True,0.416,delivered within promise
HDEL001168,HORD001168,2018-07-29,2018-08-03,2018-08-02,Direct Freight,Standard,Delivered,0,True,19,14.9,none,5,4,Anytime,8.0765,False,0.435,delivered within promise
HDEL001169,HORD001169,2018-01-03,2018-01-07,2018-01-07,StarTrack,Standard,Delivered,0,True,53,10.81,none,4,3,Afternoon,6.5462,True,0.799,delivered within promise
HDEL001170,HORD001170,2018-04-13,2018-04-18,2018-04-18,DHL,Standard,Delivered,0,True,56,8.4,none,5,9,Anytime,6.783,False,0.467,delivered within promise
HDEL001171,HORD001171,2018-05-27,2018-06-01,2018-05-31,DHL,Express,Delivered,0,True,12,18.09,none,5,6,Afternoon,4.2248,True,0.462,delivered within promise
HDEL001172,HORD001172,2018-12-10,2018-12-13,2018-12-13,Direct Freight,Standard,Delivered,0,True,13,10.14,none,3,9,Anytime,8.7178,True,0.54,delivered within promise
HDEL001173,HORD001173,2018-11-14,2018-11-21,2018-11-19,StarTrack,Standard,Delivered,0,True,58,9.73,none,7,6,Anytime,7.7645,False,0.383,delivered within promise
HDEL001174,HORD001174,2018-08-30,2018-09-03,2018-09-02,StarTrack,Standard,Delivered,0,True,35,8.86,none,4,3,Afternoon,2.134,False,0.311,delivered within promise
HDEL001175,HORD001175,2018-10-20,2018-10-26,2018-10-30,StarTrack,Standard,Delivered,4,False,46,9.0,carrier_capacity,6,3,Morning,5.1023,True,0.894,carrier scan reconciled
HDEL001176,HORD001176,2018-07-30,2018-08-03,2018-08-01,Direct Freight,Standard,Delivered,0,True,50,9.49,none,4,3,Afternoon,2.3642,True,0.928,delivered within promise
HDEL001177,HORD001177,2018-07-22,2018-07-26,2018-07-25,DHL,Standard,Delivered,0,True,38,9.87,none,4,6,Morning,2.4836,True,0.967,delivered within promise
HDEL001178,HORD001178,2018-12-01,2018-12-06,2018-12-06,StarTrack,Express,Delivered,0,True,20,16.57,none,5,7,Anytime,9.1217,True,0.551,delivered within promise
HDEL001179,HORD001179,2018-03-19,2018-03-25,2018-03-25,AusPost,Standard,Delivered,0,True,41,10.88,none,6,3,Anytime,6.8617,True,0.602,delivered within promise
HDEL001180,HORD001180,2018-04-29,2018-05-04,2018-05-03,StarTrack,Standard,Delivered,0,True,53,10.84,none,5,6,Afternoon,7.4635,True,0.458,delivered within promise
HDEL001181,HORD001181,2018-05-04,2018-05-09,2018-05-07,DHL,Standard,Delivered,0,True,12,12.12,none,5,9,Afternoon,9.9192,False,0.532,delivered within promise
HDEL001182,HORD001182,2018-08-13,2018-08-17,2018-08-17,StarTrack,Standard,Delivered,0,True,48,12.04,none,4,7,Afternoon,7.5016,True,0.401,delivered within promise
HDEL001183,HORD001183,2018-09-10,2018-09-13,2018-09-12,Direct Freight,Express,Delivered,0,True,10,17.52,none,3,3,Afternoon,3.3602,True,0.716,delivered within promise
HDEL001184,HORD001184,2018-02-20,2018-02-24,2018-02-23,Direct Freight,Standard,Delivered,0,True,27,7.79,none,4,5,Anytime,3.6744,True,1.164,delivered within promise
HDEL001185,HORD001185,2018-09-08,2018-09-11,2018-09-10,StarTrack,Express,Delivered,0,True,32,15.15,none,3,6,Morning,6.2019,True,0.558,delivered within promise
HDEL001186,HORD001186,2018-08-28,2018-08-31,2018-08-31,DHL,Standard,Delivered,0,True,42,10.36,none,3,6,Anytime,3.2764,True,0.479,delivered within promise
HDEL001187,HORD001187,2018-09-14,2018-09-19,2018-09-17,AusPost,Express,Delivered,0,True,27,17.03,none,5,5,Anytime,3.4447,True,0.371,delivered within promise
HDEL001188,HORD001188,2018-11-08,2018-11-11,2018-11-09,DHL,Standard,Delivered,0,True,8,7.65,none,3,8,Morning,4.0376,True,0.642,delivered within promise
HDEL001189,HORD001189,2018-10-25,2018-10-29,2018-10-27,DHL,Standard,Delivered,0,True,64,9.75,none,4,4,Morning,4.911,True,0.386,delivered within promise
HDEL001190,HORD001190,2018-07-22,2018-07-25,2018-07-25,DHL,Standard,Delivered,0,True,22,12.09,none,3,4,Anytime,3.8216,False,0.317,delivered within promise
HDEL001191,HORD001191,2018-10-29,2018-11-02,2018-11-01,StarTrack,Standard,Delivered,0,True,65,9.45,none,4,3,Morning,7.2107,True,0.988,delivered within promise
HDEL001192,HORD001192,2018-04-22,2018-04-28,2018-04-28,AusPost,Standard,Delivered,0,True,24,12.04,none,6,3,Afternoon,9.2711,True,0.639,delivered within promise
HDEL001193,HORD001193,2018-03-23,2018-03-30,2018-03-29,AusPost,Standard,Delivered,0,True,52,8.34,none,7,5,Anytime,3.333,True,0.439,delivered within promise
HDEL001194,HORD001194,2018-01-23,2018-01-26,2018-01-25,DHL,Standard,Delivered,0,True,39,7.2,none,3,8,Anytime,0.3679,True,0.941,delivered within promise
HDEL001195,HORD001195,2018-10-07,2018-10-11,2018-10-10,StarTrack,Express,Delivered,0,True,66,14.01,none,4,8,Morning,3.0741,False,0.336,delivered within promise
HDEL001196,HORD001196,2018-03-05,2018-03-12,2018-03-10,StarTrack,Standard,Delivered,0,True,39,8.65,none,7,9,Afternoon,7.5048,True,0.629,delivered within promise
HDEL001197,HORD001197,2018-01-05,2018-01-11,2018-01-09,DHL,Standard,Delivered,0,True,60,6.74,none,6,5,Afternoon,1.0355,True,0.362,delivered within promise
HDEL001198,HORD001198,2018-11-07,2018-11-10,2018-11-09,StarTrack,Standard,Delivered,0,True,22,8.61,none,3,6,Anytime,7.0002,True,1.158,delivered within promise
HDEL001199,HORD001199,2018-09-08,2018-09-12,2018-09-14,AusPost,Standard,Delivered,2,False,8,8.44,carrier_capacity,4,3,Morning,6.1231,True,0.558,carrier scan reconciled
HDEL001200,HORD001200,2018-03-17,2018-03-22,2018-03-20,StarTrack,Express,Delivered,0,True,6,14.6,none,5,9,Morning,4.7326,True,0.399,delivered within promise
HDEL001201,HORD001201,2018-09-12,2018-09-17,2018-09-17,Direct Freight,Standard,Delivered,0,True,23,10.4,none,5,8,Anytime,6.6257,True,0.482,delivered within promise
HDEL001202,HORD001202,2018-01-16,2018-01-21,2018-01-21,AusPost,Standard,Delivered,0,True,21,11.69,none,5,6,Afternoon,7.5369,False,0.423,delivered within promise
HDEL001203,HORD001203,2018-10-25,2018-11-01,2018-10-31,StarTrack,Standard,Delivered,0,True,46,5.72,none,7,6,Morning,0.9,True,0.348,delivered within promise
HDEL001204,HORD001204,2018-04-02,2018-04-08,2018-04-08,StarTrack,Express,Delivered,0,True,6,21.26,none,6,6,Anytime,6.6351,True,0.399,delivered within promise
HDEL001205,HORD001205,2018-02-28,2018-03-06,2018-03-04,StarTrack,Standard,Delivered,0,True,46,8.19,none,6,8,Morning,4.4186,False,0.365,delivered within promise
HDEL001206,HORD001206,2018-08-18,2018-08-25,2018-08-23,Direct Freight,Standard,Delivered,0,True,56,7.54,none,7,4,Anytime,1.0772,False,0.219,delivered within promise
HDEL001207,HORD001207,2018-02-26,2018-03-03,2018-03-03,StarTrack,Standard,Delivered,0,True,43,6.48,none,5,5,Afternoon,1.4145,True,0.467,delivered within promise
HDEL001208,HORD001208,2018-06-24,2018-06-27,2018-06-26,AusPost,Standard,Delivered,0,True,3,11.88,none,3,8,Anytime,5.6653,False,0.381,delivered within promise
HDEL001209,HORD001209,2018-03-03,2018-03-08,2018-03-06,AusPost,Standard,Delivered,0,True,34,6.24,none,5,5,Anytime,2.0932,False,0.251,delivered within promise
HDEL001210,HORD001210,2018-10-09,2018-10-12,2018-10-12,AusPost,Standard,Delivered,0,True,6,8.0,none,3,9,Morning,3.028,True,0.533,delivered within promise
HDEL001211,HORD001211,2018-12-03,2018-12-10,2018-12-08,StarTrack,Standard,Delivered,0,True,7,7.8,none,7,4,Anytime,3.6096,False,0.36,delivered within promise
HDEL001212,HORD001212,2018-12-19,2018-12-23,2018-12-21,Direct Freight,Standard,Delivered,0,True,15,11.62,none,4,9,Anytime,7.1652,False,0.407,delivered within promise
HDEL001213,HORD001213,2018-03-15,2018-03-22,2018-03-20,DHL,Standard,Delivered,0,True,54,8.79,none,7,6,Anytime,7.7046,True,0.488,delivered within promise
HDEL001214,HORD001214,2018-05-03,2018-05-06,2018-05-05,AusPost,Standard,Delivered,0,True,63,8.44,none,3,6,Afternoon,7.4471,True,0.484,delivered within promise
HDEL001215,HORD001215,2018-07-17,2018-07-23,2018-07-22,StarTrack,Express,Delivered,0,True,50,22.88,none,6,3,Afternoon,4.8879,True,0.374,delivered within promise
HDEL001216,HORD001216,2018-01-07,2018-01-12,2018-01-12,DHL,Standard,Delivered,0,True,16,10.53,none,5,9,Morning,8.5159,False,0.558,delivered within promise
HDEL001217,HORD001217,2018-07-15,2018-07-20,2018-07-20,AusPost,Express,Delivered,0,True,26,23.51,none,5,3,Morning,7.5016,True,0.549,delivered within promise
HDEL001218,HORD001218,2018-08-16,2018-08-22,2018-08-21,StarTrack,Standard,Delivered,0,True,13,9.67,none,6,9,Anytime,2.9046,True,0.439,delivered within promise
HDEL001219,HORD001219,2018-10-30,2018-11-05,2018-11-05,Direct Freight,Standard,Delivered,0,True,26,9.58,none,6,4,Afternoon,8.9675,True,0.533,delivered within promise
HDEL001220,HORD001220,2018-03-31,2018-04-04,2018-04-04,Direct Freight,Standard,Delivered,0,True,9,8.98,none,4,4,Afternoon,4.555,True,0.401,delivered within promise
HDEL001221,HORD001221,2018-07-11,2018-07-18,2018-07-16,AusPost,Standard,Delivered,0,True,30,12.14,none,7,3,Morning,4.0549,True,0.442,delivered within promise
HDEL001222,HORD001222,2018-05-02,2018-05-09,2018-05-09,StarTrack,Standard,Delivered,0,True,21,5.59,none,7,5,Anytime,0.1725,False,0.252,delivered within promise
HDEL001223,HORD001223,2018-07-26,2018-07-30,2018-07-28,StarTrack,Standard,Delivered,0,True,58,10.05,none,4,9,Anytime,1.7855,True,0.355,delivered within promise
HDEL001224,HORD001224,2018-05-03,2018-05-06,2018-05-05,Direct Freight,Standard,Delivered,0,True,27,8.87,none,3,8,Morning,8.2357,True,0.588,delivered within promise
HDEL001225,HORD001225,2018-08-29,2018-09-02,2018-09-02,Direct Freight,Express,Delivered,0,True,50,22.41,none,4,8,Morning,5.0434,False,0.384,delivered within promise
HDEL001226,HORD001226,2018-07-31,2018-08-04,2018-08-03,DHL,Standard,Delivered,0,True,28,13.65,none,4,8,Afternoon,8.7347,True,1.088,delivered within promise
HDEL001227,HORD001227,2018-03-15,2018-03-18,2018-03-17,DHL,Standard,Delivered,0,True,6,7.55,none,3,8,Afternoon,4.6923,True,0.587,delivered within promise
HDEL001228,HORD001228,2018-07-05,2018-07-09,2018-07-09,Direct Freight,Express,Delivered,0,True,67,23.46,none,4,3,Afternoon,7.7904,True,1.783,delivered within promise
HDEL001229,HORD001229,2018-11-24,2018-11-27,2018-12-01,AusPost,Standard,Delivered,4,False,50,6.97,weather,3,8,Afternoon,4.0259,False,0.344,carrier scan reconciled
HDEL001230,HORD001230,2018-07-12,2018-07-16,2018-07-21,AusPost,Express,Delivered,5,False,2,25.44,warehouse_congestion,4,9,Morning,8.5784,True,0.499,carrier scan reconciled
HDEL001231,HORD001231,2018-06-08,2018-06-12,2018-06-10,Direct Freight,Standard,Delivered,0,True,43,7.02,none,4,3,Anytime,0.9173,True,0.424,delivered within promise
HDEL001232,HORD001232,2018-02-19,2018-02-25,2018-02-24,Direct Freight,Standard,Delivered,0,True,42,8.34,none,6,9,Morning,5.0545,True,0.561,delivered within promise
HDEL001233,HORD001233,2018-05-22,2018-05-29,2018-05-29,Direct Freight,Standard,Delivered,0,True,16,8.05,none,7,3,Morning,4.3953,True,0.493,delivered within promise
HDEL001234,HORD001234,2018-09-20,2018-09-24,2018-09-23,DHL,Express,Delivered,0,True,66,18.02,none,4,7,Anytime,5.893,True,0.492,delivered within promise
HDEL001235,HORD001235,2018-06-13,2018-06-16,2018-06-15,AusPost,Express,Delivered,0,True,60,18.46,none,3,7,Anytime,3.1441,True,0.388,delivered within promise
HDEL001236,HORD001236,2018-10-06,2018-10-11,2018-10-09,StarTrack,Express,Delivered,0,True,33,15.91,none,5,8,Morning,5.5821,False,0.517,delivered within promise
HDEL001237,HORD001237,2018-12-25,2018-12-28,2018-12-26,Direct Freight,Standard,Delivered,0,True,46,9.12,none,3,5,Morning,3.3316,True,0.358,delivered within promise
HDEL001238,HORD001238,2018-09-25,2018-10-01,2018-10-01,StarTrack,Express,Delivered,0,True,9,16.45,none,6,7,Anytime,2.9353,True,0.459,delivered within promise
HDEL001239,HORD001239,2018-06-14,2018-06-19,2018-06-18,Direct Freight,Express,Delivered,0,True,40,21.95,none,5,3,Afternoon,2.7874,True,0.829,delivered within promise
HDEL001240,HORD001240,2018-09-03,2018-09-07,2018-09-06,Direct Freight,Express,Delivered,0,True,73,19.42,none,4,5,Afternoon,5.8758,True,0.424,delivered within promise
HDEL001241,HORD001241,2018-06-20,2018-06-27,2018-06-27,StarTrack,Standard,Delivered,0,True,43,10.05,none,7,8,Afternoon,5.1871,True,1.254,delivered within promise
HDEL001242,HORD001242,2018-10-22,2018-10-29,2018-10-29,Direct Freight,Standard,Delivered,0,True,48,9.65,none,7,5,Afternoon,7.9406,True,0.527,delivered within promise
HDEL001243,HORD001243,2018-02-13,2018-02-17,2018-02-16,DHL,Standard,Delivered,0,True,6,7.56,none,4,9,Morning,3.9724,False,0.331,delivered within promise
HDEL001244,HORD001244,2018-06-23,2018-06-28,2018-06-28,StarTrack,Standard,Delivered,0,True,52,11.4,none,5,7,Anytime,8.8204,True,0.551,delivered within promise
HDEL001245,HORD001245,2018-09-21,2018-09-24,2018-09-24,StarTrack,Standard,Delivered,0,True,56,7.79,none,3,7,Afternoon,1.7014,False,0.29,delivered within promise
HDEL001246,HORD001246,2018-08-07,2018-08-10,2018-08-08,AusPost,Standard,Delivered,0,True,45,10.7,none,3,4,Morning,3.0762,True,1.186,delivered within promise
HDEL001247,HORD001247,2018-08-15,2018-08-19,2018-08-18,DHL,Standard,Delivered,0,True,41,9.38,none,4,4,Morning,1.698,False,0.356,delivered within promise
HDEL001248,HORD001248,2018-07-03,2018-07-09,2018-07-08,StarTrack,Standard,Delivered,0,True,42,9.05,none,6,8,Morning,1.5895,True,0.268,delivered within promise
HDEL001249,HORD001249,2018-03-06,2018-03-13,2018-03-14,StarTrack,Standard,Delivered,1,False,45,9.21,weather,7,4,Morning,4.0376,False,0.33,carrier scan reconciled
HDEL001250,HORD001250,2018-02-01,2018-02-06,2018-02-05,Direct Freight,Standard,Delivered,0,True,33,11.3,none,5,8,Anytime,7.7907,True,0.555,delivered within promise
HDEL001251,HORD001251,2018-01-05,2018-01-09,2018-01-09,Direct Freight,Standard,Delivered,0,True,51,7.15,none,4,4,Anytime,3.5737,True,1.131,delivered within promise
HDEL001252,HORD001252,2018-02-04,2018-02-10,2018-02-09,Direct Freight,Standard,Delivered,0,True,32,9.6,none,6,6,Anytime,6.9396,False,0.524,delivered within promise
HDEL001253,HORD001253,2018-08-30,2018-09-05,2018-09-03,StarTrack,Standard,Delivered,0,True,28,13.01,none,6,8,Morning,6.5568,True,0.507,delivered within promise
HDEL001254,HORD001254,2018-01-05,2018-01-11,2018-01-09,StarTrack,Standard,Delivered,0,True,30,9.84,none,6,9,Anytime,8.2339,True,0.546,delivered within promise
HDEL001255,HORD001255,2018-11-01,2018-11-05,2018-11-03,Direct Freight,Standard,Delivered,0,True,68,9.57,none,4,8,Anytime,4.1421,False,0.352,delivered within promise
HDEL001256,HORD001256,2018-03-21,2018-03-28,2018-03-27,StarTrack,Standard,Delivered,0,True,26,7.92,none,7,5,Anytime,3.4566,False,0.307,delivered within promise
HDEL001257,HORD001257,2018-02-27,2018-03-02,2018-02-28,Direct Freight,Standard,Delivered,0,True,5,8.06,none,3,7,Afternoon,5.9963,False,0.426,delivered within promise
HDEL001258,HORD001258,2018-03-27,2018-03-30,2018-03-30,Direct Freight,Standard,Delivered,0,True,48,7.81,none,3,6,Afternoon,3.9344,True,0.489,delivered within promise
HDEL001259,HORD001259,2018-12-26,2019-01-01,2018-12-30,StarTrack,Standard,Delivered,0,True,25,11.49,none,6,6,Morning,8.5784,True,1.16,delivered within promise
HDEL001260,HORD001260,2018-11-19,2018-11-24,2018-11-22,Direct Freight,Standard,Delivered,0,True,23,9.41,none,5,3,Afternoon,5.5262,False,0.348,delivered within promise
HDEL001261,HORD001261,2018-05-20,2018-05-25,2018-05-23,Direct Freight,Express,Delivered,0,True,9,17.74,none,5,4,Morning,4.302,True,0.49,delivered within promise
