order_item_id,order_id,product_id,quantity,unit_price,line_revenue
HITM0004364,HORD001405,PRD0283,1,1116.37,1116.37
HITM0004365,HORD001406,PRD0413,1,1181.55,1181.55
HITM0004366,HORD001406,PRD0169,1,585.79,585.79
HITM0004367,HORD001406,PRD0658,2,899.02,1798.04
HITM0004368,HORD001406,PRD0956,1,339.76,339.76
HITM0004369,HORD001407,PRD0407,2,1240.23,2480.46
HITM0004370,HORD001407,PRD0163,1,1233.05,1233.05
HITM0004371,HORD001407,PRD0676,1,523.37,523.37
HITM0004372,HORD001407,PRD0067,2,974.43,1948.86
HITM0004373,HORD001408,PRD0174,2,442.41,884.82
HITM0004374,HORD001408,PRD0576,1,31.35,31.35
HITM0004375,HORD001409,PRD0699,1,649.93,649.93
HITM0004376,HORD001409,PRD0808,1,444.53,444.53
HITM0004377,HORD001410,PRD0013,1,291.07,291.07
HITM0004378,HORD001410,PRD0666,1,343.92,343.92
HITM0004379,HORD001410,PRD0008,1,751.87,751.87
HITM0004380,HORD001410,PRD0929,2,114.2,228.4
HITM0004381,HORD001410,PRD0665,1,480.38,480.38
HITM0004382,HORD001411,PRD0310,2,125.16,250.32
HITM0004383,HORD001411,PRD0400,1,124.47,124.47
HITM0004384,HORD001411,PRD0464,1,3796.9,3796.9
HITM0004385,HORD001411,PRD0252,2,1339.74,2679.48
HITM0004386,HORD001412,PRD0430,1,54.36,54.36
HITM0004387,HORD001412,PRD0548,1,858.63,858.63
HITM0004388,HORD001412,PRD0311,1,2276.13,2276.13
HITM0004389,HORD001413,PRD0794,2,3939.25,7878.5
HITM0004390,HORD001413,PRD0138,2,889.51,1779.02
HITM0004391,HORD001413,PRD0929,1,114.2,114.2
HITM0004392,HORD001413,PRD0172,2,1723.75,3447.5
HITM0004393,HORD001414,PRD0239,1,1388.63,1388.63
HITM0004394,HORD001415,PRD0272,2,888.86,1777.72
HITM0004395,HORD001416,PRD0576,1,31.35,31.35
HITM0004396,HORD001417,PRD0542,1,1005.69,1005.69
HITM0004397,HORD001417,PRD0082,1,411.13,411.13
HITM0004398,HORD001417,PRD0629,1,1480.27,1480.27
HITM0004399,HORD001418,PRD0498,1,373.64,373.64
HITM0004400,HORD001418,PRD0675,1,1138.38,1138.38
HITM0004401,HORD001418,PRD0944,1,1503.06,1503.06
HITM0004402,HORD001419,PRD0640,2,362.06,724.12
HITM0004403,HORD001419,PRD0414,1,3331.8,3331.8
HITM0004404,HORD001419,PRD0615,1,925.7,925.7
HITM0004405,HORD001420,PRD0049,1,578.63,578.63
HITM0004406,HORD001421,PRD0543,1,1522.55,1522.55
HITM0004407,HORD001421,PRD0785,1,1024.27,1024.27
HITM0004408,HORD001422,PRD0105,1,655.02,655.02
HITM0004409,HORD001422,PRD0065,1,806.18,806.18
HITM0004410,HORD001422,PRD0271,1,2739.77,2739.77
HITM0004411,HORD001423,PRD0370,3,418.27,1254.81
HITM0004412,HORD001423,PRD0348,1,312.21,312.21
HITM0004413,HORD001423,PRD0113,2,1263.27,2526.54
HITM0004414,HORD001424,PRD0904,1,2754.33,2754.33
HITM0004415,HORD001424,PRD0662,1,1356.37,1356.37
HITM0004416,HORD001424,PRD0266,2,439.49,878.98
HITM0004417,HORD001425,PRD0130,1,167.84,167.84
HITM0004418,HORD001426,PRD0485,1,381.77,381.77
HITM0004419,HORD001426,PRD0968,1,213.37,213.37
HITM0004420,HORD001426,PRD0760,1,322.74,322.74
HITM0004421,HORD001427,PRD0429,1,618.41,618.41
HITM0004422,HORD001427,PRD0314,1,611.18,611.18
HITM0004423,HORD001427,PRD0240,1,73.63,73.63
HITM0004424,HORD001427,PRD0821,1,1210.81,1210.81
HITM0004425,HORD001428,PRD0666,2,343.92,687.84
HITM0004426,HORD001428,PRD0205,1,645.51,645.51
HITM0004427,HORD001428,PRD0935,1,1012.52,1012.52
HITM0004428,HORD001429,PRD0291,1,1210.2,1210.2
HITM0004429,HORD001429,PRD0198,1,1001.22,1001.22
HITM0004430,HORD001429,PRD0314,1,611.18,611.18
HITM0004431,HORD001429,PRD0609,1,266.46,266.46
HITM0004432,HORD001430,PRD0689,1,195.5,195.5
HITM0004433,HORD001430,PRD0929,1,114.2,114.2
HITM0004434,HORD001430,PRD0628,3,586.24,1758.72
HITM0004435,HORD001431,PRD0724,1,1568.29,1568.29
HITM0004436,HORD001431,PRD0710,3,397.66,1192.98
HITM0004437,HORD001431,PRD0886,3,194.21,582.63
HITM0004438,HORD001432,PRD0230,3,112.24,336.72
HITM0004439,HORD001432,PRD0295,1,284.65,284.65
HITM0004440,HORD001432,PRD0928,1,732.49,732.49
HITM0004441,HORD001433,PRD0454,1,3062.46,3062.46
HITM0004442,HORD001433,PRD0625,1,458.46,458.46
HITM0004443,HORD001433,PRD0219,1,450.54,450.54
HITM0004444,HORD001433,PRD0584,1,2405.29,2405.29
HITM0004445,HORD001434,PRD0375,1,1092.09,1092.09
HITM0004446,HORD001434,PRD0479,2,361.79,723.58
HITM0004447,HORD001434,PRD0235,1,331.23,331.23
HITM0004448,HORD001434,PRD0012,2,1136.26,2272.52
HITM0004449,HORD001435,PRD0138,1,889.51,889.51
HITM0004450,HORD001435,PRD0839,1,511.61,511.61
HITM0004451,HORD001436,PRD0256,2,42.53,85.06
HITM0004452,HORD001436,PRD0731,2,1123.57,2247.14
HITM0004453,HORD001436,PRD0239,1,1388.63,1388.63
HITM0004454,HORD001436,PRD0680,2,146.6,293.2
HITM0004455,HORD001437,PRD0116,1,182.09,182.09
HITM0004456,HORD001437,PRD0934,1,1797.41,1797.41
HITM0004457,HORD001437,PRD0776,2,133.13,266.26
HITM0004458,HORD001438,PRD0620,1,23.82,23.82
HITM0004459,HORD001438,PRD0258,1,114.0,114.0
HITM0004460,HORD001438,PRD0370,1,418.27,418.27
HITM0004461,HORD001439,PRD0854,1,1723.49,1723.49
HITM0004462,HORD001439,PRD0951,2,2970.31,5940.62
HITM0004463,HORD001440,PRD0478,1,1005.98,1005.98
HITM0004464,HORD001440,PRD0409,1,607.08,607.08
HITM0004465,HORD001440,PRD0954,1,766.53,766.53
HITM0004466,HORD001441,PRD0018,2,783.79,1567.58
HITM0004467,HORD001441,PRD0744,1,3214.18,3214.18
HITM0004468,HORD001441,PRD0291,1,1210.2,1210.2
HITM0004469,HORD001442,PRD0961,1,1247.08,1247.08
HITM0004470,HORD001442,PRD0098,1,968.99,968.99
HITM0004471,HORD001442,PRD0443,1,684.87,684.87
HITM0004472,HORD001443,PRD0144,1,434.98,434.98
HITM0004473,HORD001443,PRD0236,1,353.9,353.9
HITM0004474,HORD001443,PRD0988,2,461.62,923.24
HITM0004475,HORD001444,PRD0755,1,842.98,842.98
HITM0004476,HORD001444,PRD0190,1,40.06,40.06
HITM0004477,HORD001445,PRD0580,2,50.37,100.74
HITM0004478,HORD001445,PRD0332,2,1700.56,3401.12
HITM0004479,HORD001445,PRD0368,3,567.82,1703.46
HITM0004480,HORD001446,PRD0286,2,752.91,1505.82
HITM0004481,HORD001446,PRD0486,2,188.03,376.06
HITM0004482,HORD001446,PRD0525,2,360.27,720.54
HITM0004483,HORD001447,PRD0430,2,54.36,108.72
HITM0004484,HORD001447,PRD0648,1,450.1,450.1
HITM0004485,HORD001447,PRD0229,2,1480.27,2960.54
HITM0004486,HORD001447,PRD0256,1,42.53,42.53
HITM0004487,HORD001448,PRD0537,3,237.18,711.54
HITM0004488,HORD001448,PRD0776,1,133.13,133.13
HITM0004489,HORD001448,PRD0079,2,211.26,422.52
HITM0004490,HORD001449,PRD0082,3,411.13,1233.39
HITM0004491,HORD001449,PRD0506,2,669.77,1339.54
HITM0004492,HORD001449,PRD0768,1,149.86,149.86
HITM0004493,HORD001450,PRD0252,1,1339.74,1339.74
HITM0004494,HORD001450,PRD0567,1,69.51,69.51
HITM0004495,HORD001450,PRD0506,1,669.77,669.77
HITM0004496,HORD001450,PRD0022,1,473.77,473.77
HITM0004497,HORD001451,PRD0292,1,690.26,690.26
HITM0004498,HORD001451,PRD0337,1,2481.18,2481.18
HITM0004499,HORD001451,PRD0164,1,1335.24,1335.24
HITM0004500,HORD001451,PRD0367,3,2471.53,7414.59
HITM0004501,HORD001451,PRD0247,1,55.39,55.39
HITM0004502,HORD001452,PRD0008,1,751.87,751.87
HITM0004503,HORD001452,PRD0098,3,968.99,2906.97
HITM0004504,HORD001452,PRD0586,1,421.13,421.13
HITM0004505,HORD001453,PRD0540,1,343.79,343.79
HITM0004506,HORD001453,PRD0254,2,980.48,1960.96
HITM0004507,HORD001453,PRD0576,1,31.35,31.35
HITM0004508,HORD001454,PRD0424,1,3384.56,3384.56
HITM0004509,HORD001454,PRD0893,2,792.02,1584.04
HITM0004510,HORD001454,PRD0925,1,1091.53,1091.53
HITM0004511,HORD001454,PRD0898,1,450.61,450.61
HITM0004512,HORD001455,PRD0487,1,2539.52,2539.52
HITM0004513,HORD001455,PRD0612,1,319.23,319.23
HITM0004514,HORD001456,PRD0008,1,751.87,751.87
HITM0004515,HORD001456,PRD0171,2,993.07,1986.14
HITM0004516,HORD001457,PRD0190,2,40.06,80.12
HITM0004517,HORD001457,PRD0665,1,480.38,480.38
HITM0004518,HORD001457,PRD0868,1,421.43,421.43
HITM0004519,HORD001458,PRD0960,1,17.08,17.08
HITM0004520,HORD001458,PRD0218,2,872.61,1745.22
HITM0004521,HORD001458,PRD0491,2,2151.39,4302.78
HITM0004522,HORD001458,PRD0869,2,1315.16,2630.32
HITM0004523,HORD001458,PRD0014,1,2216.59,2216.59
HITM0004524,HORD001459,PRD0047,1,859.23,859.23
HITM0004525,HORD001459,PRD0535,3,992.5,2977.5
HITM0004526,HORD001459,PRD0908,1,738.84,738.84
HITM0004527,HORD001460,PRD0729,1,348.79,348.79
HITM0004528,HORD001461,PRD0500,1,137.18,137.18
HITM0004529,HORD001461,PRD0703,2,1320.55,2641.1
HITM0004530,HORD001462,PRD0003,2,857.07,1714.14
HITM0004531,HORD001462,PRD0276,1,670.27,670.27
HITM0004532,HORD001462,PRD0564,1,3993.14,3993.14
HITM0004533,HORD001463,PRD0697,1,1839.57,1839.57
HITM0004534,HORD001463,PRD0279,1,766.46,766.46
HITM0004535,HORD001463,PRD0472,1,819.03,819.03
HITM0004536,HORD001464,PRD0205,3,645.51,1936.53
HITM0004537,HORD001464,PRD0079,1,211.26,211.26
HITM0004538,HORD001464,PRD0464,1,3796.9,3796.9
HITM0004539,HORD001464,PRD0155,2,903.43,1806.86
HITM0004540,HORD001464,PRD0583,1,268.64,268.64
HITM0004541,HORD001465,PRD0939,1,67.43,67.43
HITM0004542,HORD001465,PRD0127,1,477.02,477.02
HITM0004543,HORD001465,PRD0460,1,354.28,354.28
HITM0004544,HORD001466,PRD0076,1,602.32,602.32
HITM0004545,HORD001466,PRD0929,1,114.2,114.2
HITM0004546,HORD001466,PRD0645,1,295.19,295.19
HITM0004547,HORD001466,PRD0631,2,943.11,1886.22
HITM0004548,HORD001466,PRD0546,2,180.12,360.24
HITM0004549,HORD001467,PRD0864,1,618.97,618.97
HITM0004550,HORD001468,PRD0279,1,766.46,766.46
HITM0004551,HORD001468,PRD0945,1,568.86,568.86
HITM0004552,HORD001468,PRD0775,1,152.04,152.04
HITM0004553,HORD001468,PRD0221,1,3086.03,3086.03
HITM0004554,HORD001469,PRD0470,1,149.63,149.63
HITM0004555,HORD001469,PRD0158,1,289.48,289.48
HITM0004556,HORD001470,PRD0310,1,125.16,125.16
HITM0004557,HORD001470,PRD0583,1,268.64,268.64
HITM0004558,HORD001471,PRD0735,3,549.71,1649.13
HITM0004559,HORD001471,PRD0125,1,1026.87,1026.87
HITM0004560,HORD001471,PRD0751,1,2375.48,2375.48
HITM0004561,HORD001471,PRD0812,1,1554.96,1554.96
HITM0004562,HORD001471,PRD0921,1,2922.43,2922.43
HITM0004563,HORD001472,PRD0440,1,306.74,306.74
HITM0004564,HORD001472,PRD0586,1,421.13,421.13
HITM0004565,HORD001473,PRD0716,1,744.09,744.09
HITM0004566,HORD001473,PRD0259,1,983.93,983.93
HITM0004567,HORD001473,PRD0992,1,309.63,309.63
HITM0004568,HORD001473,PRD0038,1,553.02,553.02
HITM0004569,HORD001474,PRD0873,3,448.66,1345.98
HITM0004570,HORD001474,PRD0857,1,1578.93,1578.93
HITM0004571,HORD001474,PRD0756,1,389.58,389.58
HITM0004572,HORD001474,PRD0197,1,925.36,925.36
HITM0004573,HORD001475,PRD0405,2,406.75,813.5
HITM0004574,HORD001475,PRD0211,1,2751.59,2751.59
HITM0004575,HORD001475,PRD0601,1,3067.12,3067.12
HITM0004576,HORD001475,PRD0020,2,277.78,555.56
HITM0004577,HORD001475,PRD0353,2,1448.25,2896.5
HITM0004578,HORD001476,PRD0589,1,222.62,222.62
HITM0004579,HORD001476,PRD0455,1,858.23,858.23
HITM0004580,HORD001476,PRD0719,2,1107.84,2215.68
HITM0004581,HORD001476,PRD0696,1,548.07,548.07
HITM0004582,HORD001476,PRD0841,2,1754.04,3508.08
HITM0004583,HORD001477,PRD0979,1,96.35,96.35
HITM0004584,HORD001477,PRD0190,1,40.06,40.06
HITM0004585,HORD001477,PRD0971,1,1081.7,1081.7
HITM0004586,HORD001477,PRD0780,2,307.98,615.96
HITM0004587,HORD001477,PRD0240,1,73.63,73.63
HITM0004588,HORD001478,PRD0460,1,354.28,354.28
HITM0004589,HORD001478,PRD0069,1,1254.78,1254.78
HITM0004590,HORD001478,PRD0196,1,525.15,525.15
HITM0004591,HORD001479,PRD0190,2,40.06,80.12
HITM0004592,HORD001479,PRD0023,1,394.6,394.6
HITM0004593,HORD001480,PRD0476,1,336.11,336.11
HITM0004594,HORD001481,PRD0376,1,294.68,294.68
HITM0004595,HORD001481,PRD0032,3,332.03,996.09
HITM0004596,HORD001481,PRD0180,1,256.4,256.4
HITM0004597,HORD001482,PRD0101,1,1370.24,1370.24
HITM0004598,HORD001482,PRD0232,1,321.21,321.21
HITM0004599,HORD001482,PRD0818,1,184.36,184.36
HITM0004600,HORD001483,PRD0982,1,807.01,807.01
HITM0004601,HORD001483,PRD0687,1,1192.37,1192.37
HITM0004602,HORD001484,PRD0104,1,2480.22,2480.22
HITM0004603,HORD001484,PRD0070,1,168.22,168.22
HITM0004604,HORD001484,PRD0660,1,74.81,74.81
HITM0004605,HORD001485,PRD0444,2,2746.34,5492.68
HITM0004606,HORD001485,PRD0900,1,346.54,346.54
HITM0004607,HORD001485,PRD0991,1,2495.08,2495.08
HITM0004608,HORD001485,PRD0881,1,2201.99,2201.99
HITM0004609,HORD001486,PRD0513,1,412.83,412.83
HITM0004610,HORD001486,PRD0178,1,963.54,963.54
HITM0004611,HORD001486,PRD0658,1,899.02,899.02
HITM0004612,HORD001486,PRD0399,3,1304.71,3914.13
HITM0004613,HORD001487,PRD0214,1,3361.08,3361.08
HITM0004614,HORD001487,PRD0923,1,771.16,771.16
HITM0004615,HORD001487,PRD0309,1,1241.8,1241.8
HITM0004616,HORD001487,PRD0605,1,584.43,584.43
HITM0004617,HORD001488,PRD0929,1,114.2,114.2
HITM0004618,HORD001488,PRD0917,1,1918.86,1918.86
HITM0004619,HORD001488,PRD0727,2,1950.79,3901.58
HITM0004620,HORD001488,PRD0138,1,889.51,889.51
HITM0004621,HORD001489,PRD0150,1,199.69,199.69
HITM0004622,HORD001489,PRD0690,1,344.6,344.6
HITM0004623,HORD001490,PRD0405,1,406.75,406.75
HITM0004624,HORD001490,PRD0865,1,691.66,691.66
HITM0004625,HORD001490,PRD0720,1,391.11,391.11
HITM0004626,HORD001490,PRD0637,1,2406.77,2406.77
HITM0004627,HORD001491,PRD0790,1,67.36,67.36
HITM0004628,HORD001491,PRD0029,1,853.57,853.57
HITM0004629,HORD001492,PRD0780,2,307.98,615.96
HITM0004630,HORD001492,PRD0873,1,448.66,448.66
HITM0004631,HORD001492,PRD0944,1,1503.06,1503.06
HITM0004632,HORD001493,PRD0600,1,200.67,200.67
HITM0004633,HORD001493,PRD0282,1,521.34,521.34
HITM0004634,HORD001493,PRD0240,1,73.63,73.63
HITM0004635,HORD001494,PRD0113,3,1263.27,3789.81
HITM0004636,HORD001494,PRD0999,1,719.67,719.67
HITM0004637,HORD001494,PRD0379,1,212.81,212.81
HITM0004638,HORD001495,PRD0738,1,629.85,629.85
HITM0004639,HORD001495,PRD0968,1,213.37,213.37
HITM0004640,HORD001495,PRD0203,1,724.48,724.48
HITM0004641,HORD001495,PRD0416,1,463.25,463.25
HITM0004642,HORD001496,PRD0174,1,442.41,442.41
HITM0004643,HORD001496,PRD0777,1,876.73,876.73
HITM0004644,HORD001497,PRD0333,1,741.56,741.56
HITM0004645,HORD001497,PRD0096,1,259.24,259.24
HITM0004646,HORD001497,PRD0963,1,541.41,541.41
HITM0004647,HORD001498,PRD0983,1,1481.15,1481.15
HITM0004648,HORD001499,PRD0349,1,1289.14,1289.14
HITM0004649,HORD001499,PRD0486,1,188.03,188.03
HITM0004650,HORD001499,PRD0455,1,858.23,858.23
HITM0004651,HORD001500,PRD0968,1,213.37,213.37
HITM0004652,HORD001500,PRD0964,1,3887.56,3887.56
HITM0004653,HORD001500,PRD0466,1,276.92,276.92
HITM0004654,HORD001501,PRD0157,1,93.87,93.87
HITM0004655,HORD001501,PRD0003,1,857.07,857.07
HITM0004656,HORD001501,PRD0500,1,137.18,137.18
HITM0004657,HORD001501,PRD0446,1,607.85,607.85
HITM0004658,HORD001502,PRD0594,1,2621.32,2621.32
HITM0004659,HORD001502,PRD0979,2,96.35,192.7
HITM0004660,HORD001502,PRD0616,1,242.48,242.48
HITM0004661,HORD001502,PRD0110,2,392.12,784.24
HITM0004662,HORD001503,PRD0728,1,1077.83,1077.83
HITM0004663,HORD001503,PRD0790,2,67.36,134.72
HITM0004664,HORD001504,PRD0531,1,1957.27,1957.27
HITM0004665,HORD001504,PRD0312,1,1542.36,1542.36
HITM0004666,HORD001504,PRD0442,1,327.53,327.53
HITM0004667,HORD001505,PRD0160,1,332.63,332.63
HITM0004668,HORD001505,PRD0203,2,724.48,1448.96
HITM0004669,HORD001505,PRD0052,1,502.9,502.9
HITM0004670,HORD001506,PRD0250,1,184.24,184.24
HITM0004671,HORD001506,PRD0945,1,568.86,568.86
HITM0004672,HORD001506,PRD0737,1,194.63,194.63
HITM0004673,HORD001507,PRD0107,1,1356.63,1356.63
HITM0004674,HORD001507,PRD0389,3,473.56,1420.68
HITM0004675,HORD001507,PRD0486,1,188.03,188.03
HITM0004676,HORD001508,PRD0302,1,987.84,987.84
HITM0004677,HORD001508,PRD0708,1,119.42,119.42
HITM0004678,HORD001508,PRD0858,1,421.26,421.26
HITM0004679,HORD001509,PRD0045,3,368.84,1106.52
HITM0004680,HORD001509,PRD0648,1,450.1,450.1
HITM0004681,HORD001509,PRD0818,1,184.36,184.36
HITM0004682,HORD001510,PRD0073,1,674.71,674.71
HITM0004683,HORD001510,PRD0432,1,571.62,571.62
HITM0004684,HORD001511,PRD0366,1,111.28,111.28
HITM0004685,HORD001511,PRD0459,1,261.43,261.43
HITM0004686,HORD001511,PRD0069,1,1254.78,1254.78
HITM0004687,HORD001512,PRD0127,2,477.02,954.04
HITM0004688,HORD001512,PRD0913,1,1112.44,1112.44
HITM0004689,HORD001512,PRD0134,2,1553.3,3106.6
HITM0004690,HORD001512,PRD0621,1,1483.46,1483.46
HITM0004691,HORD001513,PRD0129,1,763.45,763.45
HITM0004692,HORD001513,PRD0150,3,199.69,599.07
HITM0004693,HORD001514,PRD0415,1,626.8,626.8
HITM0004694,HORD001514,PRD0865,3,691.66,2074.98
HITM0004695,HORD001514,PRD0992,1,309.63,309.63
HITM0004696,HORD001514,PRD0917,2,1918.86,3837.72
HITM0004697,HORD001514,PRD0424,1,3384.56,3384.56
HITM0004698,HORD001515,PRD0960,2,17.08,34.16
HITM0004699,HORD001516,PRD0928,1,732.49,732.49
HITM0004700,HORD001516,PRD0178,1,963.54,963.54
HITM0004701,HORD001516,PRD0507,1,2383.22,2383.22
HITM0004702,HORD001517,PRD0110,1,392.12,392.12
HITM0004703,HORD001517,PRD0790,3,67.36,202.08
HITM0004704,HORD001517,PRD0010,2,253.38,506.76
HITM0004705,HORD001517,PRD0597,1,1808.07,1808.07
HITM0004706,HORD001518,PRD0764,1,1624.39,1624.39
HITM0004707,HORD001518,PRD0737,1,194.63,194.63
HITM0004708,HORD001519,PRD0597,1,1808.07,1808.07
HITM0004709,HORD001519,PRD0886,1,194.21,194.21
HITM0004710,HORD001519,PRD0329,1,716.82,716.82
HITM0004711,HORD001520,PRD0468,3,714.1,2142.3
HITM0004712,HORD001520,PRD0522,1,496.11,496.11
HITM0004713,HORD001520,PRD0066,2,307.12,614.24
HITM0004714,HORD001520,PRD0608,1,200.97,200.97
HITM0004715,HORD001520,PRD0700,2,164.38,328.76
HITM0004716,HORD001521,PRD0992,1,309.63,309.63
HITM0004717,HORD001521,PRD0380,1,340.9,340.9
HITM0004718,HORD001521,PRD0070,1,168.22,168.22
HITM0004719,HORD001522,PRD0070,2,168.22,336.44
HITM0004720,HORD001522,PRD0887,2,447.24,894.48
HITM0004721,HORD001522,PRD0775,2,152.04,304.08
HITM0004722,HORD001523,PRD0577,1,1838.58,1838.58
HITM0004723,HORD001523,PRD0258,1,114.0,114.0
HITM0004724,HORD001523,PRD0447,2,640.94,1281.88
HITM0004725,HORD001523,PRD0717,1,825.84,825.84
HITM0004726,HORD001523,PRD0980,2,171.73,343.46
HITM0004727,HORD001524,PRD0702,1,403.74,403.74
HITM0004728,HORD001524,PRD0573,1,850.28,850.28
HITM0004729,HORD001524,PRD0602,2,409.98,819.96
HITM0004730,HORD001524,PRD0126,1,290.8,290.8
HITM0004731,HORD001524,PRD0830,1,231.45,231.45
HITM0004732,HORD001525,PRD0067,1,974.43,974.43
HITM0004733,HORD001525,PRD0827,1,1518.31,1518.31
HITM0004734,HORD001526,PRD0048,1,533.35,533.35
HITM0004735,HORD001526,PRD0739,2,345.91,691.82
HITM0004736,HORD001527,PRD0430,1,54.36,54.36
HITM0004737,HORD001527,PRD0029,1,853.57,853.57
HITM0004738,HORD001527,PRD0084,1,854.14,854.14
HITM0004739,HORD001527,PRD0598,2,73.8,147.6
HITM0004740,HORD001527,PRD0298,1,727.39,727.39
HITM0004741,HORD001528,PRD0912,1,1802.22,1802.22
HITM0004742,HORD001528,PRD0776,1,133.13,133.13
HITM0004743,HORD001528,PRD0976,1,554.65,554.65
HITM0004744,HORD001529,PRD0970,1,192.16,192.16
HITM0004745,HORD001529,PRD0658,2,899.02,1798.04
HITM0004746,HORD001530,PRD0036,1,115.89,115.89
HITM0004747,HORD001530,PRD0830,1,231.45,231.45
HITM0004748,HORD001530,PRD0626,1,362.78,362.78
HITM0004749,HORD001530,PRD0879,1,329.13,329.13
HITM0004750,HORD001530,PRD0558,1,399.27,399.27
HITM0004751,HORD001531,PRD0619,1,889.11,889.11
HITM0004752,HORD001531,PRD0810,1,140.27,140.27
HITM0004753,HORD001531,PRD0970,1,192.16,192.16
HITM0004754,HORD001531,PRD0746,1,367.02,367.02
HITM0004755,HORD001531,PRD0036,1,115.89,115.89
HITM0004756,HORD001532,PRD0978,1,617.29,617.29
HITM0004757,HORD001532,PRD0873,1,448.66,448.66
HITM0004758,HORD001532,PRD0283,1,1116.37,1116.37
HITM0004759,HORD001532,PRD0607,1,73.33,73.33
HITM0004760,HORD001533,PRD0640,1,362.06,362.06
HITM0004761,HORD001533,PRD0650,1,46.68,46.68
HITM0004762,HORD001533,PRD0006,1,520.51,520.51
HITM0004763,HORD001534,PRD0262,1,1531.6,1531.6
HITM0004764,HORD001534,PRD0883,1,1321.14,1321.14
HITM0004765,HORD001534,PRD0635,2,475.82,951.64
HITM0004766,HORD001534,PRD0728,2,1077.83,2155.66
HITM0004767,HORD001535,PRD0913,1,1112.44,1112.44
HITM0004768,HORD001536,PRD0455,1,858.23,858.23
HITM0004769,HORD001536,PRD0051,1,2503.01,2503.01
HITM0004770,HORD001536,PRD0330,1,96.82,96.82
HITM0004771,HORD001536,PRD0756,2,389.58,779.16
HITM0004772,HORD001536,PRD0540,2,343.79,687.58
HITM0004773,HORD001537,PRD0846,2,428.47,856.94
HITM0004774,HORD001538,PRD0407,2,1240.23,2480.46
HITM0004775,HORD001538,PRD0758,1,261.9,261.9
HITM0004776,HORD001538,PRD0370,1,418.27,418.27
HITM0004777,HORD001538,PRD0969,1,185.9,185.9
HITM0004778,HORD001539,PRD0009,1,72.9,72.9
HITM0004779,HORD001539,PRD0580,1,50.37,50.37
HITM0004780,HORD001539,PRD0603,1,380.05,380.05
HITM0004781,HORD001540,PRD0132,1,1025.41,1025.41
HITM0004782,HORD001540,PRD0813,1,372.89,372.89
HITM0004783,HORD001540,PRD0808,1,444.53,444.53
HITM0004784,HORD001541,PRD0693,1,635.88,635.88
HITM0004785,HORD001541,PRD0280,1,228.25,228.25
HITM0004786,HORD001541,PRD0986,1,318.21,318.21
HITM0004787,HORD001542,PRD0932,1,1326.04,1326.04
HITM0004788,HORD001542,PRD0824,1,3837.62,3837.62
HITM0004789,HORD001542,PRD0218,1,872.61,872.61
HITM0004790,HORD001543,PRD0256,2,42.53,85.06
HITM0004791,HORD001544,PRD0638,1,508.53,508.53
HITM0004792,HORD001544,PRD0061,1,1919.38,1919.38
HITM0004793,HORD001544,PRD0962,2,676.85,1353.7
HITM0004794,HORD001545,PRD0650,1,46.68,46.68
HITM0004795,HORD001545,PRD0385,1,602.62,602.62
HITM0004796,HORD001546,PRD0512,2,853.67,1707.34
HITM0004797,HORD001546,PRD0730,1,147.29,147.29
HITM0004798,HORD001546,PRD0174,2,442.41,884.82
HITM0004799,HORD001546,PRD0618,1,409.5,409.5
HITM0004800,HORD001547,PRD0529,1,923.93,923.93
HITM0004801,HORD001548,PRD0870,1,96.68,96.68
HITM0004802,HORD001548,PRD0180,1,256.4,256.4
HITM0004803,HORD001548,PRD0097,2,2213.08,4426.16
HITM0004804,HORD001549,PRD0299,1,1412.32,1412.32
HITM0004805,HORD001549,PRD0300,1,51.94,51.94
HITM0004806,HORD001550,PRD0263,1,1358.3,1358.3
HITM0004807,HORD001550,PRD0882,1,492.86,492.86
HITM0004808,HORD001550,PRD0558,1,399.27,399.27
HITM0004809,HORD001551,PRD0455,2,858.23,1716.46
HITM0004810,HORD001551,PRD0830,1,231.45,231.45
HITM0004811,HORD001551,PRD0666,3,343.92,1031.76
HITM0004812,HORD001552,PRD0988,1,461.62,461.62
HITM0004813,HORD001552,PRD0502,3,1155.49,3466.47
HITM0004814,HORD001552,PRD0243,1,734.66,734.66
HITM0004815,HORD001552,PRD0317,1,641.82,641.82
HITM0004816,HORD001552,PRD0146,1,807.31,807.31
HITM0004817,HORD001553,PRD0023,1,394.6,394.6
HITM0004818,HORD001553,PRD0809,1,155.22,155.22
HITM0004819,HORD001553,PRD0822,1,324.31,324.31
HITM0004820,HORD001553,PRD0010,1,253.38,253.38
HITM0004821,HORD001554,PRD0629,3,1480.27,4440.81
HITM0004822,HORD001554,PRD0884,1,1284.0,1284.0
HITM0004823,HORD001554,PRD0430,1,54.36,54.36
HITM0004824,HORD001555,PRD0048,2,533.35,1066.7
HITM0004825,HORD001555,PRD0424,2,3384.56,6769.12
HITM0004826,HORD001556,PRD0155,1,903.43,903.43
HITM0004827,HORD001556,PRD0122,1,1857.69,1857.69
HITM0004828,HORD001556,PRD0470,1,149.63,149.63
HITM0004829,HORD001556,PRD0580,1,50.37,50.37
HITM0004830,HORD001557,PRD0701,1,2630.13,2630.13
HITM0004831,HORD001557,PRD0182,1,908.42,908.42
HITM0004832,HORD001558,PRD0080,3,302.02,906.06
HITM0004833,HORD001558,PRD0519,2,700.92,1401.84
HITM0004834,HORD001558,PRD0964,2,3887.56,7775.12
