order_id,source_system_record_id,customer_id,order_timestamp,sales_channel,payment_method,currency,nearest_warehouse,order_status,order_price,delivery_charges,coupon_code,coupon_discount,tax_amount,order_total,season,expedited_delivery,customer_lat,customer_long,device_type,referral_source,customer_note_clean,promo_code
HORD000464,SRC-050-H-000464,CUS00117,2018-08-01 17:51:00,Web,PayPal,AUD,Nickolson,Completed,1598.26,10.66,NaN,5.0,145.3,1529.01,Winter,False,-37.813307,144.963855,Desktop,Social,please use minimal packaging,NaN
HORD000465,SRC-050-H-000465,CUS00347,2018-06-20 09:46:00,Store,PayPal,AUD,Bakers,Completed,1544.45,15.76,NaN,10.0,140.4,1405.76,Winter,False,-37.845337,145.058133,Desktop,Organic,no special instruction,NaN
HORD000466,SRC-050-H-000466,CUS00222,2018-10-08 17:23:00,Web,PayPal,AUD,Thompson,Completed,131.03,12.16,NaN,0.0,11.91,143.19,Spring,False,-37.825206,144.876158,Tablet,Organic,no special instruction,NaN
HORD000467,SRC-050-H-000467,CUS00250,2018-04-29 14:01:00,Web,Gift Card,AUD,Thompson,Completed,9347.32,10.7,NaN,10.0,849.76,8423.29,Autumn,False,-37.846989,144.914875,Tablet,Organic,gift purchase for a family member,NaN
HORD000468,SRC-050-H-000468,CUS00243,2018-11-12 18:28:00,Store,PayPal,AUD,Thompson,Completed,4854.02,8.53,NaN,0.0,441.27,4862.55,Spring,False,-37.805391,144.960147,Mobile,Social,call before delivery,NaN
HORD000469,SRC-050-H-000469,CUS00404,2018-09-07 19:52:00,Mobile,Bank Transfer,AUD,Thompson,Completed,4282.73,12.94,NaN,0.0,389.34,4295.67,Spring,False,-37.852197,144.878456,Desktop,Referral,gift purchase for a family member,NaN
HORD000470,SRC-050-H-000470,CUS00328,2018-01-22 09:34:00,Store,Gift Card,AUD,Bakers,Completed,646.73,10.84,NaN,5.0,58.79,625.23,Summer,False,-37.794026,145.036723,Tablet,Referral,no special instruction,NaN
HORD000471,SRC-050-H-000471,CUS00383,2018-04-24 11:51:00,Store,Bank Transfer,AUD,Thompson,Completed,2885.1,21.93,NaN,0.0,262.28,2907.03,Autumn,True,-37.767465,144.951705,Tablet,Social,please leave at reception,NaN
HORD000472,SRC-050-H-000472,CUS00134,2018-04-27 14:32:00,Web,Bank Transfer,AUD,Bakers,Completed,2868.69,13.46,NaN,0.0,260.79,2882.15,Autumn,False,-37.749601,145.050386,Desktop,Store,no special instruction,NaN
HORD000473,SRC-050-H-000473,CUS00331,2018-05-23 11:05:00,Web,Bank Transfer,AUD,Nickolson,Completed,3558.1,9.6,NaN,10.0,323.46,3211.89,Autumn,False,-37.848225,144.975286,Mobile,Paid Search,please leave at reception,NaN
HORD000474,SRC-050-H-000474,CUS00410,2018-06-12 17:11:00,Store,Gift Card,AUD,Bakers,Completed,1504.28,13.76,B3SAVE-83,15.0,136.75,1292.4,Winter,False,-37.812131,145.045541,Desktop,Organic,no special instruction,B3SAVE-83
HORD000475,SRC-050-H-000475,CUS00227,2018-06-15 09:45:00,Store,Bank Transfer,AUD,Thompson,Completed,3048.02,15.63,NaN,0.0,277.09,3063.65,Winter,False,-37.753224,144.952178,Desktop,Social,call before delivery,NaN
HORD000476,SRC-050-H-000476,CUS00172,2018-08-23 21:21:00,Mobile,Card,AUD,Bakers,Completed,2580.66,14.52,NaN,10.0,234.61,2337.11,Winter,False,-37.806262,145.055598,Tablet,Referral,please leave at reception,NaN
HORD000477,SRC-050-H-000477,CUS00071,2018-03-18 09:18:00,Store,PayPal,AUD,Bakers,Completed,541.13,13.81,NaN,0.0,49.19,554.94,Autumn,False,-37.750751,145.060495,Desktop,Store,please use minimal packaging,NaN
HORD000478,SRC-050-H-000478,CUS00452,2018-03-22 12:17:00,Web,Gift Card,AUD,Bakers,Completed,11967.19,9.62,NaN,5.0,1087.93,11378.45,Autumn,False,-37.792507,145.026421,Tablet,Social,please leave at reception,NaN
HORD000479,SRC-050-H-000479,CUS00119,2018-04-26 18:10:00,Store,Bank Transfer,AUD,Nickolson,Completed,9219.76,8.94,B3SAVE-88,25.0,838.16,6923.76,Autumn,False,-37.839654,144.978941,Mobile,Referral,gift purchase for a family member,B3SAVE-88
HORD000480,SRC-050-H-000480,CUS00128,2018-01-15 10:18:00,Web,Bank Transfer,AUD,Nickolson,Completed,3941.96,10.76,NaN,10.0,358.36,3558.52,Summer,False,-37.851035,144.951301,Mobile,Organic,please leave at reception,NaN
HORD000481,SRC-050-H-000481,CUS00187,2018-07-06 12:22:00,Store,PayPal,AUD,Bakers,Completed,4474.23,16.16,NaN,0.0,406.75,4490.39,Winter,False,-37.770807,145.061133,Mobile,Referral,please leave at reception,NaN
HORD000482,SRC-050-H-000482,CUS00157,2018-02-13 13:27:00,Mobile,PayPal,AUD,Thompson,Completed,1710.4,9.93,NaN,0.0,155.49,1720.33,Summer,False,-37.833529,144.930038,Tablet,Referral,call before delivery,NaN
HORD000483,SRC-050-H-000483,CUS00019,2018-10-15 11:16:00,Mobile,Card,AUD,Nickolson,Completed,1572.92,11.85,NaN,5.0,142.99,1506.12,Spring,False,-37.871425,144.980551,Mobile,Referral,call before delivery,NaN
HORD000484,SRC-050-H-000484,CUS00499,2018-08-02 09:59:00,Store,PayPal,AUD,Thompson,Completed,6653.62,13.94,NaN,5.0,604.87,6334.88,Winter,False,-37.772684,144.961795,Mobile,Referral,call before delivery,NaN
HORD000485,SRC-050-H-000485,CUS00264,2018-12-08 18:47:00,Store,PayPal,AUD,Thompson,Completed,2747.07,12.66,NaN,0.0,249.73,2759.73,Summer,False,-37.835936,144.877271,Tablet,Social,please leave at reception,NaN
HORD000486,SRC-050-H-000486,CUS00467,2018-04-06 09:05:00,Store,PayPal,AUD,Nickolson,Completed,3049.15,8.79,B3SAVE-15,15.0,277.2,2600.57,Autumn,False,-37.831006,144.990396,Mobile,Organic,please use minimal packaging,B3SAVE-15
HORD000487,SRC-050-H-000487,CUS00360,2018-10-27 17:37:00,Web,Gift Card,AUD,Thompson,Completed,1744.41,10.04,NaN,10.0,158.58,1580.01,Spring,False,-37.824825,144.91065,Mobile,Organic,please use minimal packaging,NaN
HORD000488,SRC-050-H-000488,CUS00398,2018-08-10 09:38:00,Web,PayPal,AUD,Bakers,Completed,5983.6,17.08,NaN,10.0,543.96,5402.32,Winter,False,-37.882247,145.020432,Desktop,Store,no special instruction,NaN
HORD000489,SRC-050-H-000489,CUS00407,2018-11-11 13:13:00,Mobile,PayPal,AUD,Thompson,Completed,2948.47,11.09,NaN,10.0,268.04,2664.71,Spring,False,-37.817582,144.891509,Tablet,Paid Search,please use minimal packaging,NaN
HORD000490,SRC-050-H-000490,CUS00361,2018-01-01 20:56:00,Web,Gift Card,AUD,Bakers,Completed,822.59,12.35,NaN,0.0,74.78,834.94,Summer,False,-37.8423,145.052945,Desktop,Social,no special instruction,NaN
HORD000491,SRC-050-H-000491,CUS00158,2018-09-21 09:00:00,Mobile,Card,AUD,Nickolson,Completed,4628.86,20.49,NaN,0.0,420.81,4649.35,Spring,True,-37.841164,144.995865,Desktop,Paid Search,gift purchase for a family member,NaN
HORD000492,SRC-050-H-000492,CUS00066,2018-10-23 09:04:00,Store,PayPal,AUD,Nickolson,Completed,2673.49,12.43,NaN,10.0,243.04,2418.57,Spring,False,-37.874865,144.940619,Desktop,Organic,please use minimal packaging,NaN
HORD000493,SRC-050-H-000493,CUS00133,2018-06-12 09:08:00,Mobile,PayPal,AUD,Bakers,Completed,1155.96,13.66,B3SAVE-22,15.0,105.09,996.23,Winter,False,-37.776247,145.019169,Tablet,Store,call before delivery,B3SAVE-22
HORD000494,SRC-050-H-000494,CUS00368,2018-03-22 20:39:00,Mobile,PayPal,AUD,Thompson,Completed,850.53,8.63,B3SAVE-23,15.0,77.32,731.58,Autumn,False,-37.83142,144.946872,Desktop,Referral,no special instruction,B3SAVE-23
HORD000495,SRC-050-H-000495,CUS00042,2018-09-25 15:32:00,Store,Gift Card,AUD,Bakers,Completed,1547.37,13.0,NaN,10.0,140.67,1405.63,Spring,False,-37.854125,145.060371,Tablet,Social,no special instruction,NaN
HORD000496,SRC-050-H-000496,CUS00193,2018-07-26 17:09:00,Mobile,Gift Card,AUD,Thompson,Completed,519.51,11.5,NaN,0.0,47.23,531.01,Winter,False,-37.82529,144.934855,Desktop,Referral,call before delivery,NaN
HORD000497,SRC-050-H-000497,CUS00086,2018-10-07 09:14:00,Store,Gift Card,AUD,Thompson,Completed,2149.32,23.39,B3SAVE-26,15.0,195.39,1850.31,Spring,True,-37.760639,144.89496,Mobile,Organic,gift purchase for a family member,B3SAVE-26
HORD000498,SRC-050-H-000498,CUS00140,2018-01-30 10:48:00,Store,Card,AUD,Bakers,Completed,4805.53,12.98,NaN,0.0,436.87,4818.51,Summer,False,-37.759065,145.044212,Tablet,Organic,call before delivery,NaN
HORD000499,SRC-050-H-000499,CUS00135,2018-12-08 08:23:00,Web,Gift Card,AUD,Thompson,Completed,3674.15,14.6,NaN,0.0,334.01,3688.75,Summer,False,-37.746444,144.880143,Tablet,Organic,please leave at reception,NaN
HORD000500,SRC-050-H-000500,CUS00426,2018-07-27 16:27:00,Store,Gift Card,AUD,Nickolson,Completed,3905.23,15.57,NaN,10.0,355.02,3530.28,Winter,False,-37.875574,144.950242,Tablet,Referral,no special instruction,NaN
HORD000501,SRC-050-H-000501,CUS00399,2018-07-28 15:42:00,Web,PayPal,AUD,Bakers,Completed,4507.91,15.77,NaN,0.0,409.81,4523.68,Winter,False,-37.770466,145.054102,Tablet,Paid Search,please use minimal packaging,NaN
HORD000502,SRC-050-H-000502,CUS00018,2018-08-29 19:01:00,Web,Gift Card,AUD,Bakers,Completed,3415.56,27.26,NaN,5.0,310.51,3272.04,Winter,True,-37.817,145.05156,Mobile,Social,please use minimal packaging,NaN
HORD000503,SRC-050-H-000503,CUS00493,2018-12-30 10:27:00,Store,Bank Transfer,AUD,Bakers,Completed,4634.92,9.94,NaN,0.0,421.36,4644.86,Summer,False,-37.802124,145.025169,Tablet,Store,please use minimal packaging,NaN
HORD000504,SRC-050-H-000504,CUS00207,2018-07-08 12:53:00,Store,Bank Transfer,AUD,Bakers,Completed,329.13,13.8,NaN,0.0,29.92,342.93,Winter,False,-37.769819,144.995669,Desktop,Referral,call before delivery,NaN
HORD000505,SRC-050-H-000505,CUS00285,2018-05-26 19:47:00,Web,Bank Transfer,AUD,Nickolson,Completed,6460.19,10.1,B3SAVE-34,15.0,587.29,5501.26,Autumn,False,-37.853311,144.980088,Desktop,Referral,call before delivery,B3SAVE-34
HORD000506,SRC-050-H-000506,CUS00383,2018-07-31 16:49:00,Web,Bank Transfer,AUD,Thompson,Completed,2670.01,14.29,B3SAVE-35,15.0,242.73,2283.8,Winter,False,-37.767465,144.951705,Tablet,Social,no special instruction,B3SAVE-35
HORD000507,SRC-050-H-000507,CUS00405,2018-02-09 17:58:00,Mobile,PayPal,AUD,Bakers,Completed,2990.81,23.19,NaN,0.0,271.89,3014.0,Summer,True,-37.743613,145.003163,Desktop,Organic,please use minimal packaging,NaN
HORD000508,SRC-050-H-000508,CUS00438,2018-03-04 14:23:00,Mobile,Gift Card,AUD,Thompson,Completed,8853.94,12.4,NaN,5.0,804.9,8423.64,Autumn,False,-37.761902,144.901571,Desktop,Store,please use minimal packaging,NaN
HORD000509,SRC-050-H-000509,CUS00059,2018-12-04 10:39:00,Mobile,PayPal,AUD,Nickolson,Completed,2170.52,12.53,B3SAVE-38,15.0,197.32,1857.47,Summer,False,-37.876575,144.975152,Tablet,Store,please use minimal packaging,B3SAVE-38
HORD000510,SRC-050-H-000510,CUS00193,2018-06-19 13:18:00,Mobile,Card,AUD,Thompson,Completed,3549.91,24.5,NaN,0.0,322.72,3574.41,Winter,True,-37.82529,144.934855,Desktop,Referral,please leave at reception,NaN
HORD000511,SRC-050-H-000511,CUS00424,2018-08-22 11:00:00,Store,Bank Transfer,AUD,Nickolson,Completed,2359.12,27.7,B3SAVE-40,25.0,214.47,1797.04,Winter,True,-37.86345,144.996648,Mobile,Social,call before delivery,B3SAVE-40
HORD000512,SRC-050-H-000512,CUS00323,2018-01-27 21:44:00,Web,PayPal,AUD,Bakers,Completed,4410.87,13.25,NaN,5.0,400.99,4203.58,Summer,False,-37.744435,145.015016,Tablet,Social,call before delivery,NaN
HORD000513,SRC-050-H-000513,CUS00030,2018-08-31 15:16:00,Mobile,Gift Card,AUD,Bakers,Completed,2136.45,11.19,NaN,10.0,194.22,1934.0,Winter,False,-37.820559,144.986563,Mobile,Paid Search,no special instruction,NaN
HORD000514,SRC-050-H-000514,CUS00132,2018-10-13 19:40:00,Web,Gift Card,AUD,Nickolson,Completed,3537.92,12.94,NaN,5.0,321.63,3373.96,Spring,False,-37.883913,144.988738,Desktop,Organic,call before delivery,NaN
HORD000515,SRC-050-H-000515,CUS00461,2018-12-13 16:25:00,Store,Bank Transfer,AUD,Bakers,Completed,3058.67,9.05,NaN,10.0,278.06,2761.85,Summer,False,-37.798126,144.987197,Desktop,Organic,no special instruction,NaN
HORD000516,SRC-050-H-000516,CUS00281,2018-06-28 15:48:00,Web,PayPal,AUD,Bakers,Completed,4010.67,29.6,B3SAVE-45,15.0,364.61,3438.67,Winter,True,-37.744401,145.025523,Tablet,Store,please use minimal packaging,B3SAVE-45
HORD000517,SRC-050-H-000517,CUS00110,2018-07-19 15:25:00,Store,PayPal,AUD,Nickolson,Completed,175.3,11.22,B3SAVE-46,20.0,15.94,151.46,Winter,False,-37.826331,144.982645,Mobile,Social,call before delivery,B3SAVE-46
HORD000518,SRC-050-H-000518,CUS00273,2018-03-09 08:36:00,Store,Gift Card,AUD,Thompson,Completed,1009.34,12.29,NaN,0.0,91.76,1021.63,Autumn,False,-37.855923,144.892667,Tablet,Store,please use minimal packaging,NaN
HORD000519,SRC-050-H-000519,CUS00004,2018-04-04 19:58:00,Store,Card,AUD,Thompson,Completed,5542.88,22.15,NaN,0.0,503.9,5565.03,Autumn,True,-37.831114,144.891121,Tablet,Organic,gift purchase for a family member,NaN
HORD000520,SRC-050-H-000520,CUS00284,2018-12-17 08:14:00,Web,Gift Card,AUD,Bakers,Completed,7181.24,13.84,NaN,10.0,652.84,6476.96,Summer,False,-37.881614,145.0236,Tablet,Paid Search,please leave at reception,NaN
HORD000521,SRC-050-H-000521,CUS00499,2018-08-01 12:26:00,Store,Card,AUD,Thompson,Completed,1844.81,13.94,B3SAVE-50,20.0,167.71,1489.79,Winter,False,-37.772684,144.961795,Mobile,Referral,call before delivery,B3SAVE-50
HORD000522,SRC-050-H-000522,CUS00084,2018-02-11 12:51:00,Store,PayPal,AUD,Bakers,Completed,4477.1,10.59,B3SAVE-51,25.0,407.01,3368.42,Summer,False,-37.783265,144.97024,Mobile,Store,no special instruction,B3SAVE-51
HORD000523,SRC-050-H-000523,CUS00404,2018-02-28 14:30:00,Web,PayPal,AUD,Thompson,Completed,2575.95,13.22,NaN,5.0,234.18,2460.37,Summer,False,-37.852197,144.878456,Desktop,Referral,gift purchase for a family member,NaN
HORD000524,SRC-050-H-000524,CUS00192,2018-09-10 10:22:00,Store,PayPal,AUD,Nickolson,Completed,3817.06,10.01,NaN,5.0,347.01,3636.22,Spring,False,-37.849528,144.967417,Tablet,Store,no special instruction,NaN
HORD000525,SRC-050-H-000525,CUS00295,2018-04-08 21:13:00,Store,Bank Transfer,AUD,Bakers,Completed,1427.58,10.41,NaN,0.0,129.78,1437.99,Autumn,False,-37.846558,145.013729,Desktop,Social,gift purchase for a family member,NaN
HORD000526,SRC-050-H-000526,CUS00151,2018-02-20 19:12:00,Web,Gift Card,AUD,Nickolson,Completed,1005.69,10.63,NaN,0.0,91.43,1016.32,Summer,False,-37.847391,144.947289,Mobile,Paid Search,call before delivery,NaN
HORD000527,SRC-050-H-000527,CUS00384,2018-08-11 20:56:00,Mobile,Bank Transfer,AUD,Thompson,Completed,3629.37,15.99,NaN,5.0,329.94,3463.89,Winter,False,-37.752693,144.921342,Tablet,Referral,call before delivery,NaN
HORD000528,SRC-050-H-000528,CUS00477,2018-01-31 18:37:00,Mobile,PayPal,AUD,Bakers,Completed,4359.54,12.46,B3SAVE-57,20.0,396.32,3500.09,Summer,False,-37.837814,145.058692,Desktop,Store,please leave at reception,B3SAVE-57
HORD000529,SRC-050-H-000529,CUS00386,2018-07-11 13:50:00,Web,Bank Transfer,AUD,Bakers,Completed,2613.39,11.27,NaN,0.0,237.58,2624.66,Winter,False,-37.80083,144.982737,Desktop,Social,call before delivery,NaN
HORD000530,SRC-050-H-000530,CUS00289,2018-07-03 10:47:00,Mobile,PayPal,AUD,Thompson,Completed,2465.08,13.95,NaN,0.0,224.1,2479.03,Winter,False,-37.791285,144.901581,Tablet,Organic,please use minimal packaging,NaN
HORD000531,SRC-050-H-000531,CUS00223,2018-11-06 16:26:00,Web,Card,AUD,Thompson,Completed,1449.02,9.85,NaN,10.0,131.73,1313.97,Spring,False,-37.783816,144.950674,Tablet,Social,please leave at reception,NaN
HORD000532,SRC-050-H-000532,CUS00059,2018-07-01 09:05:00,Store,PayPal,AUD,Nickolson,Completed,3287.37,15.5,NaN,10.0,298.85,2974.13,Winter,False,-37.876575,144.975152,Tablet,Store,please use minimal packaging,NaN
HORD000533,SRC-050-H-000533,CUS00444,2018-01-05 18:07:00,Store,PayPal,AUD,Thompson,Completed,2848.29,23.76,NaN,0.0,258.94,2872.05,Summer,True,-37.869779,144.887376,Mobile,Store,please leave at reception,NaN
HORD000534,SRC-050-H-000534,CUS00054,2018-12-26 21:31:00,Mobile,Bank Transfer,AUD,Bakers,Completed,3656.25,10.59,NaN,10.0,332.39,3301.22,Summer,False,-37.842922,145.000947,Tablet,Paid Search,call before delivery,NaN
HORD000535,SRC-050-H-000535,CUS00058,2018-10-03 14:37:00,Web,Gift Card,AUD,Nickolson,Completed,2523.8,13.13,B3SAVE-64,20.0,229.44,2032.17,Spring,False,-37.88675,144.953479,Mobile,Organic,please leave at reception,B3SAVE-64
HORD000536,SRC-050-H-000536,CUS00417,2018-04-08 08:25:00,Web,Bank Transfer,AUD,Nickolson,Completed,1435.26,8.63,B3SAVE-65,15.0,130.48,1228.6,Autumn,False,-37.830026,144.988486,Tablet,Referral,gift purchase for a family member,B3SAVE-65
HORD000537,SRC-050-H-000537,CUS00099,2018-05-15 15:04:00,Store,Gift Card,AUD,Bakers,Completed,497.19,9.55,NaN,10.0,45.2,457.02,Autumn,False,-37.831395,145.020659,Mobile,Paid Search,gift purchase for a family member,NaN
HORD000538,SRC-050-H-000538,CUS00025,2018-09-15 21:15:00,Store,Bank Transfer,AUD,Bakers,Completed,1602.56,12.37,NaN,0.0,145.69,1614.93,Spring,False,-37.853923,145.046993,Desktop,Referral,no special instruction,NaN
HORD000539,SRC-050-H-000539,CUS00352,2018-12-24 08:14:00,Web,PayPal,AUD,Bakers,Completed,3181.79,10.96,NaN,10.0,289.25,2874.57,Summer,False,-37.842669,145.019959,Mobile,Referral,please leave at reception,NaN
HORD000540,SRC-050-H-000540,CUS00081,2018-08-17 14:48:00,Web,PayPal,AUD,Thompson,Completed,7515.92,25.44,NaN,5.0,683.27,7165.56,Winter,True,-37.786931,144.949399,Desktop,Paid Search,no special instruction,NaN
HORD000541,SRC-050-H-000541,CUS00295,2018-11-02 20:35:00,Store,Bank Transfer,AUD,Bakers,Completed,4424.4,21.2,NaN,0.0,402.22,4445.6,Spring,True,-37.846558,145.013729,Desktop,Social,please use minimal packaging,NaN
HORD000542,SRC-050-H-000542,CUS00226,2018-03-04 09:10:00,Web,Bank Transfer,AUD,Thompson,Completed,11184.15,12.59,B3SAVE-71,20.0,1016.74,8959.91,Autumn,False,-37.748416,144.953175,Desktop,Social,no special instruction,B3SAVE-71
HORD000543,SRC-050-H-000543,CUS00272,2018-12-23 16:04:00,Mobile,Bank Transfer,AUD,Thompson,Completed,3131.87,10.6,NaN,0.0,284.72,3142.47,Summer,False,-37.843686,144.931477,Desktop,Social,no special instruction,NaN
HORD000544,SRC-050-H-000544,CUS00129,2018-07-15 08:10:00,Store,PayPal,AUD,Thompson,Completed,1003.8,15.75,NaN,10.0,91.25,919.17,Winter,False,-37.751953,144.941483,Mobile,Paid Search,no special instruction,NaN
HORD000545,SRC-050-H-000545,CUS00126,2018-08-29 19:57:00,Store,Card,AUD,Bakers,Completed,3472.99,15.61,NaN,0.0,315.73,3488.6,Winter,False,-37.754923,144.967125,Desktop,Referral,call before delivery,NaN
HORD000546,SRC-050-H-000546,CUS00406,2018-12-23 12:59:00,Store,Card,AUD,Thompson,Completed,2249.17,11.19,B3SAVE-75,25.0,204.47,1698.07,Summer,False,-37.776632,144.922356,Mobile,Referral,please leave at reception,B3SAVE-75
HORD000547,SRC-050-H-000547,CUS00443,2018-09-11 21:44:00,Web,Bank Transfer,AUD,Bakers,Completed,4758.5,11.14,B3SAVE-76,15.0,432.59,4055.86,Spring,False,-37.781752,145.039407,Mobile,Organic,call before delivery,B3SAVE-76
HORD000548,SRC-050-H-000548,CUS00064,2018-11-26 10:44:00,Mobile,Card,AUD,Bakers,Completed,1752.16,8.41,NaN,5.0,159.29,1672.96,Spring,False,-37.821245,144.995893,Desktop,Store,please leave at reception,NaN
HORD000549,SRC-050-H-000549,CUS00441,2018-01-25 18:03:00,Mobile,Card,AUD,Bakers,Completed,10001.23,9.87,NaN,10.0,909.2,9010.98,Summer,False,-37.793937,144.972711,Tablet,Social,please leave at reception,NaN
HORD000550,SRC-050-H-000550,CUS00342,2018-05-18 11:23:00,Store,PayPal,AUD,Nickolson,Completed,1009.3,12.01,NaN,5.0,91.75,970.84,Autumn,False,-37.871528,144.998954,Mobile,Social,gift purchase for a family member,NaN
HORD000551,SRC-050-H-000551,CUS00476,2018-02-02 10:56:00,Web,Gift Card,AUD,Thompson,Completed,4436.51,12.4,NaN,10.0,403.32,4005.26,Summer,False,-37.756244,144.944379,Mobile,Referral,call before delivery,NaN
HORD000552,SRC-050-H-000552,CUS00340,2018-07-19 20:16:00,Mobile,PayPal,AUD,Bakers,Completed,914.69,29.07,NaN,0.0,83.15,943.76,Winter,True,-37.868298,145.029483,Tablet,Store,please use minimal packaging,NaN
HORD000553,SRC-050-H-000553,CUS00437,2018-08-08 21:33:00,Store,Bank Transfer,AUD,Bakers,Completed,2431.73,11.39,NaN,5.0,221.07,2321.53,Winter,False,-37.818478,145.010395,Tablet,Store,gift purchase for a family member,NaN
HORD000554,SRC-050-H-000554,CUS00215,2018-11-28 19:31:00,Store,Gift Card,AUD,Nickolson,Completed,2716.01,9.64,NaN,0.0,246.91,2725.65,Spring,False,-37.84469,144.974597,Desktop,Store,gift purchase for a family member,NaN
HORD000555,SRC-050-H-000555,CUS00343,2018-04-11 21:05:00,Mobile,Card,AUD,Thompson,Completed,2154.02,11.09,NaN,0.0,195.82,2165.11,Autumn,False,-37.767323,144.963443,Mobile,Social,please leave at reception,NaN
HORD000556,SRC-050-H-000556,CUS00459,2018-01-30 08:55:00,Mobile,Gift Card,AUD,Bakers,Completed,785.68,9.57,NaN,0.0,71.43,795.25,Summer,False,-37.796802,144.975884,Mobile,Social,gift purchase for a family member,NaN
HORD000557,SRC-050-H-000557,CUS00051,2018-12-21 09:26:00,Mobile,Bank Transfer,AUD,Bakers,Completed,5297.64,22.56,NaN,10.0,481.6,4790.44,Summer,True,-37.866582,145.014429,Desktop,Social,call before delivery,NaN
HORD000558,SRC-050-H-000558,CUS00167,2018-02-12 21:12:00,Mobile,Card,AUD,Thompson,Completed,1559.85,11.85,NaN,0.0,141.8,1571.7,Summer,False,-37.764054,144.958395,Desktop,Social,no special instruction,NaN
HORD000559,SRC-050-H-000559,CUS00444,2018-05-21 12:06:00,Store,Gift Card,AUD,Thompson,Completed,8578.84,13.42,NaN,5.0,779.89,8163.32,Autumn,False,-37.869779,144.887376,Mobile,Store,call before delivery,NaN
HORD000560,SRC-050-H-000560,CUS00123,2018-03-17 09:27:00,Mobile,Gift Card,AUD,Thompson,Completed,951.68,20.49,NaN,10.0,86.52,877.0,Autumn,True,-37.784178,144.943273,Mobile,Social,no special instruction,NaN
HORD000561,SRC-050-H-000561,CUS00279,2018-07-08 17:37:00,Web,PayPal,AUD,Bakers,Completed,1868.9,13.12,B3SAVE-10,15.0,169.9,1601.68,Winter,False,-37.777053,144.991957,Tablet,Paid Search,call before delivery,B3SAVE-10
HORD000562,SRC-050-H-000562,CUS00496,2018-06-17 10:34:00,Web,PayPal,AUD,Nickolson,Completed,2089.96,10.92,NaN,5.0,190.0,1996.38,Winter,False,-37.809305,144.96609,Tablet,Social,please leave at reception,NaN
HORD000563,SRC-050-H-000563,CUS00022,2018-11-19 21:15:00,Mobile,Card,AUD,Nickolson,Completed,1137.0,12.8,NaN,10.0,103.36,1036.1,Spring,False,-37.879555,144.940041,Tablet,Paid Search,please use minimal packaging,NaN
HORD000564,SRC-050-H-000564,CUS00466,2018-03-24 20:00:00,Web,Gift Card,AUD,Bakers,Completed,1821.51,22.79,NaN,0.0,165.59,1844.3,Autumn,True,-37.838843,145.05485,Desktop,Social,no special instruction,NaN
HORD000565,SRC-050-H-000565,CUS00457,2018-07-02 09:03:00,Mobile,Bank Transfer,AUD,Nickolson,Completed,1419.44,15.0,NaN,0.0,129.04,1434.44,Winter,False,-37.865021,145.001527,Desktop,Paid Search,please use minimal packaging,NaN
HORD000566,SRC-050-H-000566,CUS00010,2018-12-25 09:40:00,Mobile,Card,AUD,Nickolson,Completed,2614.58,11.8,NaN,5.0,237.69,2495.65,Summer,False,-37.862003,144.997865,Mobile,Social,please leave at reception,NaN
HORD000567,SRC-050-H-000567,CUS00379,2018-10-22 08:24:00,Mobile,Gift Card,AUD,Nickolson,Completed,760.72,13.14,NaN,0.0,69.16,773.86,Spring,False,-37.881917,144.933373,Mobile,Social,no special instruction,NaN
HORD000568,SRC-050-H-000568,CUS00491,2018-10-19 19:04:00,Mobile,Bank Transfer,AUD,Bakers,Completed,1463.6,11.92,NaN,10.0,133.05,1329.16,Spring,False,-37.761448,145.026395,Desktop,Paid Search,gift purchase for a family member,NaN
HORD000569,SRC-050-H-000569,CUS00044,2018-02-14 13:59:00,Web,Gift Card,AUD,Nickolson,Completed,1811.6,11.06,B3SAVE-18,15.0,164.69,1550.92,Summer,False,-37.852962,144.99369,Mobile,Store,call before delivery,B3SAVE-18
HORD000570,SRC-050-H-000570,CUS00243,2018-04-05 11:28:00,Store,Card,AUD,Thompson,Completed,6676.94,19.1,B3SAVE-19,15.0,606.99,5694.5,Autumn,True,-37.805391,144.960147,Mobile,Social,gift purchase for a family member,B3SAVE-19
HORD000571,SRC-050-H-000571,CUS00377,2018-09-19 08:02:00,Store,Bank Transfer,AUD,Bakers,Completed,2648.16,10.26,NaN,10.0,240.74,2393.6,Spring,False,-37.833583,145.026159,Mobile,Referral,please use minimal packaging,NaN
HORD000572,SRC-050-H-000572,CUS00349,2018-08-13 15:14:00,Web,Gift Card,AUD,Thompson,Completed,6315.96,15.36,B3SAVE-21,15.0,574.18,5383.93,Winter,False,-37.757694,144.964678,Tablet,Referral,call before delivery,B3SAVE-21
HORD000573,SRC-050-H-000573,CUS00322,2018-12-28 19:30:00,Mobile,PayPal,AUD,Bakers,Completed,1098.35,14.37,NaN,0.0,99.85,1112.72,Summer,False,-37.744342,145.057069,Mobile,Referral,gift purchase for a family member,NaN
HORD000574,SRC-050-H-000574,CUS00176,2018-09-03 11:46:00,Mobile,Bank Transfer,AUD,Thompson,Completed,2349.55,9.6,B3SAVE-23,15.0,213.6,2006.72,Spring,False,-37.805708,144.915483,Tablet,Social,please leave at reception,B3SAVE-23
